Name,Street Address,Locality,State,Zip code,Telephone,fax
Wesleyan Animal Hospital,335 Charter Blvd,Macon,GA,31210, (478) 474-8476, (478) 474-0484
Cullens Animal Hospital,1182 GA Highway 15 N,Sandersville,GA,31082, (478) 552-9011, (478) 552-9355
Houston Veterinary Clinic,109 Avalon Cir,Warner Robins,GA,31093, (478) 929-0361, (478) 929-8546
Smith Animal Hospital,2032 US Highway 341 N,Perry,GA,31069, (478) 987-1514, (478) 987-8474
Perry Animal Hospital,633 Courtney Hodges Blvd,Perry,GA,31069, (478) 987-2415,
Sandersville Veterinary Clinic,507 Industrial Dr,Sandersville,GA,31082, (478) 552-0016, (478) 552-9922
Critter Fixer Veterinary,202 GA Highway 49 S # B,Byron,GA,31008, (478) 956-2332, (478) 956-0814
Ben B Smith DVM,2032 US Highway 341 N,Perry,GA,31069, (478) 987-1514,
Warner Robins Animal Hospital,2080 Watson Blvd,Warner Robins,GA,31093, (478) 923-3139, (478) 987-5833
Town & Country Animal Clinic,1241 S Houston Lake Rd,Warner Robins,GA,31088, (478) 953-7297, (478) 987-5833
Macon County Veterinary Hospital,3326 Ga Highway 26 E,Montezuma,GA,31063, (478) 472-7063, (478) 472-2217
Lakeside Veterinary Clinic,3048 N Columbia St,Milledgeville,GA,31061, (478) 452-7422, (478) 452-2887
Mc Whorter Animal Hospital,1939 N Jefferson St NE,Milledgeville,GA,31061, (478) 452-6898, (478) 452-2887
Heart of Georgia Animal Care,62 Hwy 22 W,Milledgeville,GA,31061, (478) 452-0200, (478) 452-0255
Terrace Hill Animal Hospital,2505 N Columbia St # D,Milledgeville,GA,31061, (478) 452-8197, (478) 453-3175
Old Capitol Pet Care,290 Lakeside Dr,Milledgeville,GA,31061, (478) 453-9288, (478) 453-3175
Animal Hospital-Milledgeville,2639 N Columbia St,Milledgeville,GA,31059, (478) 452-5531, (478) 956-0814
Monticello Veterinary Services,543 Venture Court,Monticello,GA,31064, (678) 359-3573,
Town & Country Animal Clinic,1241 S. Houston Lake Rd.,Warner Robins,GA,31088, (478) 988-0625, (478) 987-5833
Southwood Animal Hospital,2523 Moody Rd,Warner Robins,GA,31088, (478) 923-0118, (478) 923-2876
Middle Georgia Veterinary Emergency Center,4798 Russell Pkwy,Warner Robins,GA,31088, (478) 997-6677, (478) 997-6678
Houston Lake Animal Hospital,528 S Houston Lake Rd,Warner Robins,GA,31088, (478) 971-4700, (478) 988-4794
Critter Fixer Veterinary Hosp,102 Starlight Dr,Bonaire,GA,31005, (478) 988-0883, (478) 988-4794
Vet Calls,3431 Ridge Ave,Macon,GA,31204, (478) 714-5815, (478) 746-7964
Corker Animal Hospital,1100 Russell Pkwy,Warner Robins,GA,31088, (478) 929-8287, (478) 929-9610
Riverside Animal Hospital,2121 Riverside Dr,Macon,GA,31204, (478) 746-4838, (478) 746-7964
VIP Petcare,265 Tom Hill Sr Blvd,Macon,GA,31210, (478) 475-4194, (478) 746-7964
"S.A.F.E Saving Animals From Euthanasia, Inc",160 Chadwick Dr,Macon,GA,31210, (478) 550-5050, (478) 746-7964
Plantation Centre Animal Hospital,6411 Peake Rd,Macon,GA,31210, (478) 474-3616, (478) 477-7126
Hudspeth Animal Hospital,510 Pio Nono Ave,Macon,GA,31204, (478) 742-8766, (478) 750-0689
Forsyth Road Animal Clinic,4941 Forsyth Rd,Macon,GA,31210, (478) 474-4829, (478) 474-0012
Brantley & Jordan Animal Hospital,5698 Thomaston Rd,Macon,GA,31220, (478) 757-1600, (478) 757-1315
Animal Emergency Care,2009 Mercer University Drive,Macon,GA,31204, (478) 750-0911, (478) 745-9767
ARKLE Vet Care,1020 Concord Rd,Smyrna,GA,30080, (770) 435-6700, (770) 434-4863
Apex Animal Hospital,3875 S. Cobb Dr,Smyrna,GA,30080, (678) 813-1000, (770) 422-8750
Animal Dermatology Clinic,1453 Terrell Mill Rd SE,Marietta,GA,30067, (770) 422-2509, (770) 422-8750
Animal Care Clinic,"4327 Brownsville Rd, Ste H",Powder Springs,GA,30127, (770) 439-1996, (770) 438-0811
WHITEWAY ANIMAL HOSPITAL,3342 N DRUID HILLS RD,DECATUR,GA,30033, (404) 636-6604, (404) 816-8002
Wesley Chapel Animal Hospital,4832 Covington Hwy,Decatur,GA,30035, (404) 289-0900, (404) 816-8002
Animal Care Center,4188 S. Cobb Dr.,Smyrna,GA,30080, (770) 438-2694, (770) 438-0811
Veterinary Center of Buckhead,3615 PIEDMONT RD NE,ATLANTA,GA,30305, (404) 841-9679, (404) 816-8002
Equine Associates LLC,Highway 230,Hawkinsville,GA,31036, (478) 783-3707, (478) 783-3717
Bembry Veterinary Clinic,378 Cochran Hwy,Hawkinsville,GA,31036, (478) 783-3681,
Bembry Veterinary Clinic,378 Cochran Hwy,Hawkinsville,GA,31036, (478) 783-3681, (478) 934-9066
Countryside Veterinary Clinic,307 N 3rd Ave,Mc Rae,GA,31055, (229) 868-2040, (229) 868-2480
VCA Pets Are People Too Veterinary Hospital,4280 N PEACHTREE RD,CHAMBLEE,GA,30341, (770) 452-1001, (770) 457-6243
VCA Pets Are People Too Veterinary Hospital,1510 PIEDMONT AVE NE,ATLANTA,GA,30324, (404) 875-7387, (404) 875-1455
VCA Peachtree Animal Hospital,4839 Peachtree Rd,Chamblee,GA,30341, (770) 457-2591, (770) 455-8009
Smith Animal Hospital,1181 Peach Pkwy,Fort Valley,GA,31030, (478) 825-2700, (478) 825-2700
Magnolia Grove Vet Clinic,310 Pine Forest St,Dublin,GA,31021, (478) 272-4004, (478) 272-4706
Smalley's Animal Hospital,600 E Jackson St,Dublin,GA,31021, (478) 272-2933, (478) 272-2525
Hall Animal Clinic,5550 Old Macon Rd,Danville,GA,31017, (478) 962-3415,
Dublin Animal Hospital PC,2306 US Highway 80 W,Dublin,GA,31021, (478) 272-7777, (478) 452-0255
Crisp County Animal Hospital,104 E 23rd Ave,Cordele,GA,31015, (229) 273-1392, (229) 273-3200
"Peach Veterinary Care, LLC",900 Knoxville St,Fort Valley,GA,31030, (478) 825-1233, (478) 825-7113
Magnolia Animal Hospital,1244 Peach Pkwy,Fort Valley,GA,31030, (478) 825-3929, (478) 825-8319
Cordele Animal Hospital,1101 Greer St,Cordele,GA,31015, (229) 273-8787, (229) 273-3200
Lake Oconee Animal Hospital,613 Old Phoenix Road,Eatonton,GA,31024, (706) 485-5119, (706) 485-0904
Harmony Crossing Animal Hospital,"1013 Lake Oconee Parkway, Ste. 102",Eatonton,GA,31024, (706) 923-1456, (706) 485-0904
Acute Care Veterinary Clinic,411 Vaughn Rd,Martinez,GA,30907, (706) 868-7955, (706) 868-6077
Cedar Hollow Equine LLC,2791 E Houze Rd,Fort Valley,GA,31030, (478) 825-5315,
Eatonton Veterinary Svc Inc,659 Madison Rd,Eatonton,GA,31024, (706) 485-4017, (706) 485-3104
Banfield The Pet Hospital,225 Robert C Daniel Jr Pkwy,Augusta,GA,30909, (706) 738-1682, (706) 738-7858
Westside Animal Hospital,244 Boy Scout Rd,Augusta,GA,30909, (706) 738-4589, (706) 738-7153
Paradise Animal Hospital,3998 BELAIR RD,Augusta,GA,30909, (706) 860-4544, (706) 855-0237
VCA Columbia Animal Hospital,4285 Washington Rd,Evans,GA,30809, (706) 863-0988, (706) 863-5706
Walton Way Animal Clinic,1944 Walton Way Suite L,Augusta,GA,30904, (706) 733-2288, (706) 305-2288
St Francis Animal Hospital,2647 Perimeter Pkwy,Augusta,GA,30909, (706) 860-6617, (706) 860-2237
National Hills Animal Hospital,2633 Washington Rd,Augusta,GA,30904, (706) 733-0860, (706) 738-0332
All Gods Creatures Veterinary Hospital,813 12th Street,Augusta,GA,30901, (706) 250-1861,
Hill Top Animal Hospital,505 Greenbrier Ave,Evans,GA,30809, (706) 303-4571, (706) 736-0735
Outpatient Vet Clinic,3039 Peach Orchard Rd,Augusta,GA,30906, (706) 796-2210, (706) 738-0332
Springwood Veterinary Clinic,3145 Old Waynesboro Rd,Hephzibah,GA,30815, (706) 437-1034, (706) 437-9471
South Augusta Animal Hospital,2436 Peach Orchard Rd,Augusta,GA,30906, (706) 798-5044, (706) 738-0332
Martinez Animal Hospital,3942 Washington Rd,Augusta,GA,30907, (706) 863-1223, (706) 855-7639
South Pointe Animal Hospital,2547 GA Highway 88,Hephzibah,GA,30815, (706) 592-2432, (706) 592-0028
Highland Animal Hospital PC,2124 Highland Ave,Augusta,GA,30904, (706) 736-1443, (706) 736-0735
Hill High Animal Hospital,4120 Wheeler Rd,Augusta,GA,30907, (706) 303-4558, (706) 736-0735
Greenbrier Veterinary Services,"5121 Washington Rd, Suite 1",Evans,GA,30809, (706) 267-5835, (706) 524-7594
Heartsong Spay and Neuter Clinic,"104 S Belair Road, Unit S",Martinez,GA,30907, (706) 860-9300, (706) 863-3528
Grovetown Animal Clinic,587 E Robinson Ave,Grovetown,GA,30813, (706) 863-8830, (706) 863-3528
Evans Animal Hospital,4317 Evans To Locks Rd,Evans,GA,30809, (706) 868-0479, (706) 868-0666
Dogwood Park Animal Clinic,6100 Columbia Road,Grovetown,GA,30813, (706) 541-2911, (706) 541-1184
Columbia Road Veterinary Ctr,4488 Columbia Rd,Martinez,GA,30907, (706) 210-4300, (706) 650-2399
Care More Animal Hospital,211 Old Blackstone Camp Road,Martinez,GA,30907, (706) 650-1839, (706) 650-2399
Blanchard Woods Animal Hosp,864 Blanchard Rd,Evans,GA,30809, (706) 210-0351, (706) 210-8497
Belair West Animal Clinic,102 S Belair Rd,Martinez,GA,30907, (706) 863-8145, (706) 738-7858
Animals After Hours,2647 Perimeter Pkwy,Augusta,GA,30909, (706) 650-7418, (706) 860-2237
Caldwell Veterinary Hospital,951 Hwy 41 South,Forsyth,GA,31029, (478) 994-8228, (478) 992-8260
Augusta Animal Emergency,208 Hudson Trace,Augusta,GA,30907, (706) 733-7458, (706) 737-4399
Aidmore Animal Clinic,1701 N Leg Ct,Augusta,GA,30909, (706) 733-7181, (706) 733-7338
"Gordon Animal Clinic, Inc",2686 Dennard Hardy Road ,Gordon,GA,31031, (478) 628-4376,
Animal Medical Clinic-Forsyth,60 S Jackson St,Forsyth,GA,31029, (478) 994-4986, (478) 994-2658
Mc Daniel Animal Hospital,218 Oak St,Eastman,GA,31023, (478) 374-3150, (478) 374-3150
VCA Buckhead Animal Hospital,1911 Piedmont Cir NE,Atlanta,GA,30324, (404) 873-3771, (404) 873-3718
VCA Briarcliff Animal Hospital,1850 Johnson Rd NE,Atlanta,GA,30306, (404) 874-6393, (404) 885-9704
Value Vet Tucker,4124 Lawrenceville Hwy,Tucker,GA,30084, (770) 686-3010, (770) 934-5417
VCA Dekalb-Gwinnett Animal Emergency Hospital,6430 Lawrenceville Hwy,Tucker,GA,30084, (770) 491-0661, (404) 873-3718
Tucker Animal Hospital,4988 Lavista Rd,Tucker,GA,30085, (770) 934-5411, (770) 934-5417
THRIVE Affordable Vet Care,2718 - 1267 Caroline St. NE ,Atlanta,GA,30307, (404) 253-1504, (404) 689-9270
THRIVE Affordable Vet Care,1605 Church St Ste 670,Decatur,GA,30030, (470) 582-0679, (404) 371-8539
Wester Veterinary Clinic,905 White Oak Rd,Thomson,GA,30824, (706) 597-9200, (706) 597-9205
The Village Vets Decatur,217 N. McDonough St.,Decatur,GA,30030, (404) 371-0111, (404) 371-8539
David L Ruehle DVM,1011 Cobbham Rd,Thomson,GA,30824, (706) 595-5386,
Veterinary Healthcare Associates Inc,1341 West Martintown Rd,North Augusta,SC,29860, (803) 613-9123, (706) 860-2237
North Augusta Animal Hospital,1801 Georgia Ave,North Augusta,SC,29841, (803) 279-5025, (706) 738-0332
Martintown Animal Hospital,1807 Knox Ave,North Augusta,SC,29841, (803) 278-1930, (706) 855-7639
Hammond Hills Animal Hospital,454 W Martintown Rd,North Augusta,SC,29841, (803) 279-4090, (803) 279-4555
Dr Hawk's Animal Hospital,700 E Buena Vista Ave,North Augusta,SC,29841, (803) 279-2066, (706) 650-2399
Veterinary Treatment Facility,Bldg. S-500 Range Rd.,Fort Gordon,GA,30905, (706) 787-3815, (762) 675-6016
Burke County Animal Hospital,132 S Liberty St,Waynesboro,GA,30830, (706) 554-3111, (706) 554-0910
Lincoln County Veterinary Svc,685 Elm St,Lincolnton,GA,30817, (706) 359-2929, (706) 359-4946
Lincolnton Animal Hospital,635 Elm St,Lincolnton,GA,30817, (706) 359-4545, (706) 359-7045
Sanderlin Veterinary Hospital,6482 Stanford Rd ,Harlem,GA,30814, (762) 675-6003, (762) 675-6016
Countryside Equine Veterinary,79 Dream St NE,Armuchee,GA,30105, (706) 233-9990,
Summerville Veterinary Clinic,94 Old Hix St,Summerville,GA,30747, (706) 857-2918, (706) 857-6067
The Village Vets,1227 Rockbridge Rd,Stone Mountain,GA,30087, (770) 717-1650, (770) 717-1675
Stone Mountain Animal Hospital,6053 Memorial Dr,Stone Mountain,GA,30083, (770) 469-6111, (770) 484-1304
Snapfinger Creek Animal Clinic,5548 Flat Shoals Pkwy,Decatur,GA,30034, (770) 981-2361, (770) 981-2369
St. Francis Animal Care Center of Decatur,"625 Dekalb Industrial Way, Suite 500",Decatur,GA,30033, (404) 924-2000, (404) 974-2006
PETS ARE PEOPLE TOO,2015 MONTREAL RD # B,TUCKER,GA,30084, (770) 493-1001, (404) 812-1818
Animal Clinic East,1414 Gunbarrel Rd,Chattanooga,TN,37421, (423) 894-8495, (423) 894-0175
Animal Medical Ctr,1673 Battlefield Parkway,Fort Oglethorpe,GA,30742, (706) 861-0873, (706) 858-1846
Chattanooga Holistic Animal Institute ,918 E. Main St,Chattanooga,TN,37408, (423) 531-8899, (423) 485-3069
Main Street Veterinary Clinic,1202 North Main Street,La Fayette,GA,30728, (706) 639-1988, (706) 638-3585
Villanow Animal Clinic,3148 Highway 201,La Fayette,GA,30728, (706) 397-8226, (706) 397-8229
Regional Institute for Veterinary Emergencies & Referrals (R.I.V.E.R.),2132 Amnicola Hwy,Chattanooga,TN,37406, (423) 698-4612, (423) 622-8145
Vetco,234 Parkway Dr,Fort Oglethorpe,GA,30742, (877) 838-7468, (706) 937-2210
Main St Pet Wellness,1132 East Main Street,Chattanooga,TN,37408, (423) 254-5370, (423) 894-5114
Mountain Hospital For Animals,128 N Watauga Ln,Lookout Mountain,TN,37350, (423) 821-8000, (423) 821-9726
Animal Hospital-Whitfield,1306 N. Thornton Ave.,Dalton,GA,30720, (706) 226-3710, (706) 226-2802
VCA Companion Animal Hospital,6724 E Brainerd Rd,Chattanooga,TN,37421, (423) 892-6851, (706) 937-2210
House Call Vet Clinic,2005 Haig Mill Rd NW,Dalton,GA,30720, (706) 278-2505, (706) 281-4772
Higdon Animal Hospital,1604 Hickory St,Dalton,GA,30720, (706) 272-3400, (706) 281-4772
Dalton Animal Care,2685 Cleveland Hwy,Dalton,GA,30721, (706) 281-4770, (706) 281-4772
Dalton Animal Care,1022 S Hamilton St,Dalton,GA,30720, (706) 278-1113, (706) 279-1933
Adairsville Animal Hospital,7446 Adairsville Hwy,Adairsville,GA,30103, (770) 773-3401, (770) 773-3993
Murray County Veterinary Svc,344 Duvall Rd,Chatsworth,GA,30705, (706) 695-4691, (706) 517-5520
Athens Animal Hospital,1400 N Chase St,Athens,GA,30601, (706) 549-4320, (706) 549-6209
Calhoun Pet Care,202 Williams St SE,Calhoun,GA,30701, (706) 624-3993, (706) 624-3994
Colbert Animal Hospital,6226 Highway 72 W,Colbert,GA,30628, (706) 788-7387, (706) 425-8591
Boulevard Animal Hospital,298 Prince Avenue,Athens,GA,30601, (706) 425-5099, (706) 425-8591
Athens Regional Veterinary Svc,4990 Lexington Rd,Athens,GA,30605, (706) 546-8282, (706) 543-1414
Wilkes County Veterinary Svc,1093 Lexington Rd,Washington,GA,30673, (706) 678-2929, (706) 678-4223
Oglethorpe Animal Clinic,1562 Athens Rd,Crawford,GA,30630, (706) 743-8021, (706) 743-0847
Large Animal Medicine,501 D W Brooks Dr,Athens,GA,30602, (706) 542-6327, (706) 542-8833
South Athens Animal Clinic,2040 S Milledge Ave,Athens,GA,30605, (706) 353-8970, (706) 354-4657
Shoal Creek Animal Clinic,2226 Barnett Shoals Rd,Athens,GA,30605, (706) 369-0962, (706) 369-0950
Hope Animal Medical Ctr,1150 Mitchell Bridge Rd,Athens,GA,30606, (706) 546-7879, (706) 546-1992
Good Hands Veterinary Hospital,2391 Daniels Bridge Rd,Athens,GA,30606, (706) 613-1880, (706) 613-1844
Winterville Animal Clinic,250 Henry Meyer Rd,Winterville,GA,30683, (706) 742-5108, (706) 742-2493
Vet-To-Pet House Calls - Dr. Paula Loniak DVM,855 Wolfskin Rd,Arnoldsville,GA,30619, (706) 870-7111, (706) 546-5098
VCA Companion Animal Hospital,2000 Highway 29 N,Athens,GA,30601, (706) 549-6043, (706) 546-5098
Firehall 4 Animal Hospital,815 Hathorne Ave.,Athens,GA,30606, (706) 583-9191, (706) 613-7809
Vet At Blue Ridge,24 S Barnett Shoals Rd,Watkinsville,GA,30677, (706) 769-7205, (706) 769-0292
Woodlands Veterinary Referral,1020 Woodlands Road,Watkinsville,GA,30677, (706) 310-1231, (706) 310-1323
Oconee Veterinary Hospital,7530 Macon Hwy,Watkinsville,GA,30677, (706) 769-7513, (706) 769-9142
Jacobs Veterinary Consulting,1720 Epps Bridge Pkwy,Athens,GA,30606, (706) 552-3856, (706) 546-1992
UGA College of Veterinary Medicine,501 D.W. Brooks Drive Building 9,Athens,GA,30602, (706) 542-1984, (706) 608-8369
Climbing Rose Veterinary Services,"196 Alps Rd. Suite 2, PMB 153",Athens,GA,30606, (706) 489-0295, (706) 613-7809
Cat and Dog Clinic,530 Hawthorne Ave,Athens,GA,30606, (706) 613-7877, (706) 613-7809
Piedmont Animal Clinic,1870 Hog Mountain Rd,Watkinsville,GA,30677, (706) 769-4624, (706) 769-1966
Best Friends Veterinary Svc,522 Castalia Ave,Athens,GA,30606, (706) 549-1811, (706) 354-4344
ATHENS VETERINARY SURGERY CENTER,2315 PRINCE AVE,ATHENS,GA,30606, (706) 354-4002, (706) 354-4344
Winder Corners Animal Clinic,20 Monroe Hwy,Winder,GA,30680, (770) 867-8387, (770) 307-3629
Winder Animal Hospital,163 W Athens St,Winder,GA,30680, (770) 867-9821, (770) 867-1367
Regional Vetinary Svc,4990 Lexington Rd.,Athens,GA,30605, (706) 714-2447, (706) 743-0847
Athens Area Humane Society Spay Neuter Center,1781 Mars Hill Road,Watkinsville,GA,30677, (706) 769-9155, (706) 769-9151
Animal Wellness Center of Athens,112 Athens W Pkwy F,Athens,GA,30606, (706) 549-1400, (706) 549-1199
Animal Eye Care Clinic,1729 S Lumpkin St,Athens,GA,30606, (706) 548-9102, (706) 548-1052
Animal Emergency Hospital,2575 Atlanta Hwy,Athens,GA,30606, (706) 850-9888, (706) 850-6944
Four Paws Animal Hospital,1869 Atlanta Hwy SE,Statham,GA,30666, (770) 725-7387, (770) 725-7303
Gaines School Animal Hospital,513 Gaines School Rd,Athens,GA,30605, (706) 549-1708, (706) 563-8984
Crossroads Veterinary Hospital,1785 Highway 29 N,Athens,GA,30601, (706) 548-9207, (706) 354-3897
Animal Emergency Hospital,2575 Atlanta Highway,Athens,GA,30606, (706) 769-0229, (706) 850-6944
Barrow Veterinary Hospital,44 N Center St,Winder,GA,30680, (770) 867-6134, (770) 867-8566
Athens Equine Medical Svc,513 Gaines School Rd,Athens,GA,30605, (706) 354-4969, (706) 546-1852
North Georgia 24 Hour Pet Care,455 W. Belmont Dr.,Calhoun,GA,30701, (706) 602-2007, (706) 602-2681
Animal Care Hospital At Bold,4953 Bold Springs Rd NW,Monroe,GA,30656, (770) 267-8021, (770) 267-8041
Best Friends Animal Hospital,2909 Miller Ferry Rd SW,Calhoun,GA,30701, (706) 629-5060, (706) 629-9006
Animal Hospital Of Gordon Cnty,501 Red Bud Rd NE,Calhoun,GA,30701, (706) 625-3300, (706) 625-2977
RTK Veterinary Clinic,1526 Highway 225 N,Chatsworth,GA,30705, (706) 695-3825, (706) 695-2346
Veterinary Care & Specialty Group,3201 Broad Street,Chattanooga,TN,37408, (423) 591-0270, (423) 803-4073
Standifer Gap Pet Hospital,8116 Standifer Gap Rd,Chattanooga,TN,37421, (423) 855-5602, (423) 296-4386
Shallowford Animal Hospital,6200 Shallowford Rd,Chattanooga,TN,37421, (423) 892-6671, (423) 899-2683
Lee Parkway Veterinary Clinic,116 Lee Parkway Dr,Chattanooga,TN,37421, (423) 892-2219, (423) 894-5114
East Ridge Animal Hospital,3702 Ringgold Rd,Chattanooga,TN,37412, (423) 622-2209, (423) 622-7856
Ringgold Animal Hospital,6999 Nashville St,Ringgold,GA,30736, (706) 937-7387, (706) 375-7352
East Brainerd Animal Hospital,8488 E Brainerd Rd,Chattanooga,TN,37421, (423) 894-0028, (423) 892-2125
Chattanooga Veterinary Center,6146 Lee Highway,Chattanooga,TN,37421, (423) 648-9000, (423) 648-9209
Old Mill Pet Inn,3152 Boynton Dr,Ringgold,GA,30736, (706) 937-9971, (706) 375-7352
Fort Oglethorpe Veterinary,2055 Lafayette Rd,Fort Oglethorpe,GA,30742, (706) 866-4785, (706) 375-7352
Cornerstone Veterinary Svc,8231 N Highway 27,Rock Spring,GA,30739, (706) 375-7314, (706) 375-7352
VCA Catoosa Animal Hospital,3150 Boynton Dr,Ringgold,GA,30736, (706) 937-4171, (706) 937-2210
Chattaneuter Spay /Neuter Clinic,5950 Brainerd Rd ,Chattanooga,TN,37421, (423) 531-7729, (423) 892-7387
Brainerd Animal Hospital,5950 Brainerd Rd,Chattanooga,TN,37421, (423) 892-5141, (423) 499-9648
Brainerd Hills Veterinary Hospital,6724 East Brainerd Road,Chattanooga,TN,37421, (423) 894-8554, (423) 892-7387
Banfield The Pet Hospital,2130 Gunbarrel Rd,Chattanooga,TN,37421, (423) 499-9040, (423) 499-9648
Peachtree Hills Animal Hosp,3106 Early St NW,Atlanta,GA,30305, (404) 812-9880, (404) 812-1818
Animal Medical Ctr,1673 Battlefield Pkwy,Fort Oglethorpe,GA,30742, (706) 861-0873, (706) 858-1846
Animal Emergency & Specialty Center of Chattanooga,6393 Lee Highway,Chattanooga,TN,37421, (423) 822-8304, (423) 709-8227
Animal Clinic-Twenty Third St,2223 E 23rd St,Chattanooga,TN,37407, (423) 698-2401, (423) 698-3056
Peachtree Creek Animal Hospital,1085 Lindberg Dr NE Suite 100,Atlanta,GA,30324, (404) 467-8779, (404) 975-4290
Paws Whiskers and Wags,2800 E Ponce de Leon Ave.,Decatur,GA,30030, (404) 370-6000, (404) 370-6095
North Dekalb Veterinary Clinic,2485 Lawrenceville Hwy,Decatur,GA,30033, (404) 321-7756, (404) 321-7757
Northlake Veterinary Spec,935 Montreal Rd,Clarkston,GA,30021, (404) 292-3281, (404) 292-5981
Ormewood Animal Hospital,749 Moreland Ave Ste C104,Atlanta,GA,30316, (404) 963-5885, (404) 254-5853
PAWS Atlanta Low Cost Spay Neuter,5287 Covington Highway,Decatur,GA,30035, (770) 593-1155, (404) 254-5853
North Hills Animal Hospital,3362 Chamblee Tucker Rd # D,Chamblee,GA,30341, (770) 451-6740, (404) 321-7757
North Oconee Animal Hospital,1091 Talus St,Bogart,GA,30622, (770) 725-6624, (770) 725-6680
Shannon Veterinary Services,765 Storey Ln,Jefferson,GA,30549, (706) 367-1198, (770) 725-6680
Mars Hill Animal Hospital,4041 Mars Hill Rd,Bogart,GA,30622, (770) 725-8387, (770) 725-0060
Main Street Veterinary Hosp,795 N Main St,Madison,GA,30650, (706) 342-2955, (706) 342-0823
Madison Veterinary Clinic,1050 Monticello Rd,Madison,GA,30650, (706) 342-1232, (706) 343-8343
Vet To Pet,1111 Hunt Rd,Danielsville,GA,30633, (706) 613-8682, (706) 245-4892
Lake Hartwell Veterinary Clinic,1087 E Franklin St,Hartwell,GA,30643, (706) 377-7297, (706) 337-2851
Animal Hospital Of Hartwell PC,1364 Reed Creek Hwy,Hartwell,GA,30643, (706) 376-3161, (706) 376-5521
Maggie's Menagerie Vet Svc,180 Abbey Rd.,Ila,GA,30647, (706) 789-2232,
Madison Animal Hospital,19 Griffeth Lane ,Danielsville,GA,30633, (706) 795-3790,
Little Creek Veterinary Svc,1270 Hestertown Rd,Madison,GA,30650, (706) 342-4030, (706) 342-8989
Jefferson Animal Hospital,2352 Hwy 129 N,Jefferson,GA,30549, (706) 367-5161, (706) 367-5162
Royston Animal Hospital,2888 W Main St,Royston,GA,30662, (706) 245-6650, (706) 245-4892
Park Place Animal Hospital,1050 Park Ave,Greensboro,GA,30642, (706) 453-2838, (706) 453-7087
Barber Creek Vet Hospital,1471 Epps Bridge Rd,Bogart,GA,30622, (706) 549-7387, (706) 549-4821
Granite Hills Animal Care,423 S Oliver St,Elberton,GA,30635, (706) 213-6155,
Durham Veterinary Clinic,1901 Old Eatonton Rd,Greensboro,GA,30642, (706) 453-7448, (706) 453-7087
Elberton Animal Hospital,597 Elbert St,Elberton,GA,30635, (706) 283-2761,
MIDWAY ANIMAL HOSPITAL,4577 ROCKBRIDGE RD STE C,STONE MTN,GA,30083, (404) 297-5963, (770) 498-3366
Main Street Veterinarians of Stone Mountain,868 Main St,Stone Mountain,GA,30083, (770) 498-4620, (770) 498-3366
Loving Touch Animal Wellness and Fitness Center,1975 Glenn Club Dr,Stone Mountain,GA,30087, (770) 498-5956, (770) 498-3458
Lifeline Dekalb County Animal Services,3180 Presidential Drive,Atlanta,GA,30340, (404) 292-8800, (404) 634-9235
Comer Veterinary Clinic,311 Highway 72 W,Comer,GA,30629, (706) 783-5111, (706) 783-3678
Lawrence Animal Hospital,2962 Buford Hwy NE,Atlanta,GA,30329, (404) 636-9444, (404) 634-9235
LA Vista Animal Hospital,2804 Lavista Rd,Decatur,GA,30033, (404) 325-9924, (404) 634-9235
Lap of Love of Atlanta,2107 North Decatur Road Suite 246,Decatur,GA,30033, (404) 519-0466, (404) 634-9235
Animal Medical Clinic,6300 Jefferson Rd,Athens,GA,30607, (706) 548-4486, (706) 548-2455
Inman Animal Hospital,926 DeKalb Ave,Atlanta,GA,30307, (404) 584-8761, (404) 588-0671
In Town Animal Hospital,1402 N Highland Ave NE # 3,Atlanta,GA,30306, (404) 881-1805, (404) 881-6220
Hidden Hills Animal Hospital,4899 Redan Rd,Stone Mountain,GA,30088, (404) 296-3400, (404) 296-3401
Union County Veterinary Clinic,373 Blue Ridge Hwy,Blairsville,GA,30512, (706) 745-9089, (706) 745-5527
Lake Chatuge Animal Hospital,1619 State Highway 17,Young Harris,GA,30582, (706) 896-1244, (706) 896-1563
Blairsville Animal Hospital,294 Cleveland St,Blairsville,GA,30512, (706) 745-6987, (706) 781-6566
Alternative Veterinaian Svc,36 Highway 515,Blairsville,GA,30512, (706) 781-2033, (706) 781-2072
Toccoa Veterinary Hospital,3771 GA-17,Eastanollee,GA,30538, (706) 886-2169, (706) 282-0103
Currahee Veterinary Clinic Inc,3642 W. Currahee St.,Toccoa,GA,30577, (706) 886-3803,
Cornelia Veterinary Hospital,785 Baldwin Rd,Cornelia,GA,30531, (706) 778-6605, (706) 776-1665
Murrayville Veterinary Clinic,5741 Thompson Bridge Rd,Murrayville,GA,30564, (770) 532-2585, (770) 535-0280
Shelton Mobile Veterinary Svc,6640 Yellow Creek Rd,Murrayville,GA,30564, (770) 538-0743, (770) 535-0280
Clermont Veterinary Hospital,5243 Cleveland Hwy,Clermont,GA,30527, (770) 983-7851, (770) 983-9086
Murrayville Veterinary Clinic,5741 Thompson Bridge Rd,Murrayville,GA,30564, (770) 532-2585, (770) 535-0280
South Hall Veterinary Hosp,3750 Old Flowery Branch Rd,Oakwood,GA,30566, (770) 532-4449, (678) 971-4208
Pet Care Assoc,5250 Hog Mountain Rd,Flowery Branch,GA,30542, (770) 965-3773, (770) 965-3147
