Modification,Chassis ID,Engine,Drive
X SMART SELECTION SA,"DBA-,LA610S",KF,Full-time 4WD
L SMART SELECTION SA,"DBA-,LA610S",KF,Full-time 4WD
G SMART SELECTION SN,"DBA-,LA600S",KF,FF
X TURBO SMART SELECTION SN,"DBA-,LA600S",KF,FF
X SMART SELECTION SN,"DBA-,LA600S",KF,FF
G SMART SELECTION SN,"DBA-,LA610S",KF,Full-time 4WD
X TURBO SMART SELECTION SN,"DBA-,LA610S",KF,Full-time 4WD
X SMART SELECTION SN,"DBA-,LA610S",KF,Full-time 4WD
A,"LE-,L250V",EF-SE,FF
A,"LE-,L250V",EF-SE,FF
A,"LE-,L260V",EF-SE,Full-time 4WD
A,"LE-,L260V",EF-SE,Full-time 4WD
D,"TA-,L250S",EF-SE,FF
D,"TA-,L250S",EF-SE,FF
D,"TA-,L260S",EF-SE,Full-time 4WD
X4 HIGH GRADE PACK,"ABA-,M312S",KJ-VET,Full-time 4WD
1.0CL,"DBA-,M300S",1KR-FE,FF
1.0CL,"DBA-,M310S",1KR-FE,Full-time 4WD
1.0CL LIMITED,"DBA-,M300S",1KR-FE,FF
POSE,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
TR,"E-,G203S",HE-EG,FF
TR,"E-,G203S",HE-EG,FF
CR,"E-,G203S",HE-EG,FF
CR,"E-,G203S",HE-EG,FF
TZ,"E-,G203S",HE-EG,FF
X TURBO VS SMART SELECTION SN,"DBA-,LA100S",KF,FF
X TURBO SMART SELECTION SN,"DBA-,LA100S",KF,FF
X SMART SELECTION SN,"DBA-,LA100S",KF,FF
L VS SMART SELECTION SN,"DBA-,LA100S",KF,FF
L SMART SELECTION SN,"DBA-,LA100S",KF,FF
X TURBO VS SMART SELECTION SN,"DBA-,LA110S",KF,Full-time 4WD
X TURBO SMART SELECTION SN,"DBA-,LA110S",KF,Full-time 4WD
PICO LIMITED,"E-,L310S",EF-ZL,Part-time 4WD
PICO LIMITED,"E-,L310S",EF-ZL,Full-time 4WD
CD-4,"E-,L310S",EF-ZL,Part-time 4WD
CD-4,"E-,L310S",EF-ZL,Full-time 4WD
CLASSIC III,"E-,L300S",EF-KL,FF
CLASSIC III,"E-,L300S",EF-KL,FF
S EDITION,"GH-,L750S",EF-VE,FF
S EDITION,"GH-,L750S",EF-VE,FF
S EDITION,"GH-,L760S",EF-VE,Full-time 4WD
S EDITION,"GH-,L760S",EF-VE,Full-time 4WD
TURBO X,"GF-,L750S",EF-DET,FF
TURBO X,"GF-,L760S",EF-DET,Full-time 4WD
@1.,"GF-,L750S",EF-DET,FF
@1.,"GF-,L760S",EF-DET,Full-time 4WD
CUSTOM RS,"CBA-,L585S",KF-DET,Full-time 4WD
CUSTOM X,"DBA-,L585S",KF-VE,Full-time 4WD
G SMART SELECTION SA&SN,"DBA-,LA600S",KF,FF
X TURBO SMART SELECTION SA&SN,"DBA-,LA600S",KF,FF
X SMART SELECTION SA&SN,"DBA-,LA600S",KF,FF
G SMART SELECTION SA&SN,"DBA-,LA610S",KF,Full-time 4WD
X TURBO SMART SELECTION SA&SN,"DBA-,LA610S",KF,Full-time 4WD
X SMART SELECTION SA&SN,"DBA-,LA610S",KF,Full-time 4WD
D,"TA-,L260S",EF-SE,Full-time 4WD
V,"DBA-,L250S",EF-VD,FF
U,"GBD-,L250V",EF-VE,FF
L LIMITED,"TA-,L250S",EF-SE,FF
L LIMITED,"TA-,L250S",EF-SE,FF
L LIMITED,"TA-,L260S",EF-SE,Full-time 4WD
L LIMITED,"TA-,L260S",EF-SE,Full-time 4WD
V,"UA-,L250S",EF-VD,FF
1.0CL LIMITED,"DBA-,M310S",1KR-FE,Full-time 4WD
1.3CX,"DBA-,M301S",K3-VE,FF
CUSTOM,"DBA-,M301S",K3-VE,FF
X4,"ABA-,M312S",KJ-VET,Full-time 4WD
X4 HIGH GRADE PACK,"ABA-,M312S",KJ-VET,Full-time 4WD
1.0CL SELECTION,"DBA-,M300S",1KR-FE,FF
1.3CX SELECTION,"DBA-,M301S",K3-VE,FF
1.0CL SELECTION,"DBA-,M310S",1KR-FE,Full-time 4WD
TZ,"E-,G203S",HE-EG,FF
CZ,"E-,G203S",HE-EG,FF
X SMART SELECTION SN,"DBA-,LA110S",KF,Full-time 4WD
L VS SMART SELECTION SN,"DBA-,LA110S",KF,Full-time 4WD
L SMART SELECTION SN,"DBA-,LA110S",KF,Full-time 4WD
X TURBO VS SMART SELECTION SA&SN,"DBA-,LA100S",KF,FF
X TURBO SMART SELECTION SA&SN,"DBA-,LA100S",KF,FF
X SMART SELECTION SA&SN,"DBA-,LA100S",KF,FF
L VS SMART SELECTION SA&SN,"DBA-,LA100S",KF,FF
CLASSIC V,"E-,L300S",EF-ZL,FF
CLASSIC V,"E-,L300S",EF-ZL,FF
CLASSIC III,"E-,L310S",EF-ZL,Part-time 4WD
CLASSIC III,"E-,L310S",EF-ZL,Full-time 4WD
CLASSIC V,"E-,L310S",EF-ZL,Part-time 4WD
CLASSIC V,"E-,L310S",EF-ZL,Full-time 4WD
CLASSIC III,"E-,L300S",EF-KL,FF
G,"TA-,L750S",EF-VE,FF
G,"TA-,L750S",EF-VE,FF
TURBO G,"GF-,L750S",EF-DET,FF
TURBO G,"GF-,L750S",EF-DET,FF
G,"TA-,L760S",EF-VE,Full-time 4WD
G,"TA-,L760S",EF-VE,Full-time 4WD
CUSTOM RS SMART SELECTION SA,"DBA-,LA600S",KF,FF
CUSTOM X SMART SELECTION SA,"DBA-,LA600S",KF,FF
CUSTOM RS SMART SELECTION SA,"DBA-,LA610S",KF,Full-time 4WD
X,"UA-,L250S",EF-VE,FF
X,"UA-,L250S",EF-VE,FF
X,"UA-,L250S",EF-VE,FF
L,"TA-,L250S",EF-SE,FF
L,"TA-,L250S",EF-SE,FF
1.0CL,"DBA-,M300S",1KR-FE,FF
1.0CL F PACKAGE,"DBA-,M300S",1KR-FE,FF
1.0CX,"DBA-,M310S",1KR-FE,Full-time 4WD
1.0CX F PACKAGE,"DBA-,M310S",1KR-FE,Full-time 4WD
1.3CX,"DBA-,M301S",K3-VE,FF
CZ,"E-,G203S",HE-EG,FF
TZ,"E-,G200S",HC-E,FF
TZ,"E-,G200S",HC-E,FF
CZ,"E-,G200S",HC-E,FF
CZ,"E-,G200S",HC-E,FF
L SMART SELECTION SA&SN,"DBA-,LA100S",KF,FF
X TURBO VS SMART SELECTION SA&SN,"DBA-,LA110S",KF,Full-time 4WD
X TURBO SMART SELECTION SA&SN,"DBA-,LA110S",KF,Full-time 4WD
X SMART SELECTION SA&SN,"DBA-,LA110S",KF,Full-time 4WD
L VS SMART SELECTION SA&SN,"DBA-,LA110S",KF,Full-time 4WD
CLASSIC III,"E-,L300S",EF-KL,FF
CLASSIC V,"E-,L300S",EF-ZL,FF
CLASSIC V,"E-,L300S",EF-ZL,FF
CLASSIC III,"E-,L310S",EF-ZL,Part-time 4WD
TURBO G,"GF-,L760S",EF-DET,Full-time 4WD
TURBO G,"GF-,L760S",EF-DET,Full-time 4WD
G B PACKAGE,"TA-,L750S",EF-VE,FF
CUSTOM X SMART SELECTION SA,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM RS SMART SELECTION SN,"DBA-,LA600S",KF,FF
CUSTOM X SMART SELECTION SN,"DBA-,LA600S",KF,FF
CUSTOM RS SMART SELECTION SN,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM X SMART SELECTION SN,"DBA-,LA610S",KF,Full-time 4WD
L,"TA-,L250S",EF-SE,FF
L,"TA-,L250S",EF-SE,FF
X,"LA-,L260S",EF-VE,Full-time 4WD
X,"LA-,L260S",EF-VE,Full-time 4WD
1.3CX F PACKAGE,"DBA-,M301S",K3-VE,FF
1.0CL,"DBA-,M310S",1KR-FE,Full-time 4WD
1.0CL V PACKAGE,"DBA-,M300S",1KR-FE,FF
CUSTOM,"DBA-,M301S",K3-VE,FF
POSE,"E-,G200S",HC-E,FF
POSE,"E-,G200S",HC-E,FF
POSE,"E-,G200S",HC-E,FF
POSE,"E-,G200S",HC-E,FF
POSE CRUSING PACK,"E-,G200S",HC-E,FF
L SMART SELECTION SA&SN,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM RS SMART SELECTION SA,"DBA-,LA100S",KF,FF
CUSTOM X LIMITED SMART SELECTION SA,"DBA-,LA100S",KF,FF
CUSTOM X VS SMART SELECTION SA,"DBA-,LA100S",KF,FF
CUSTOM X VS,"DBA-,LA100S",KF,FF
CUSTOM X SMART SELECTION SA,"DBA-,LA100S",KF,FF
CLASSIC III,"E-,L310S",EF-ZL,Full-time 4WD
CLASSIC V,"E-,L310S",EF-ZL,Part-time 4WD
CLASSIC V,"E-,L310S",EF-ZL,Full-time 4WD
PARCO,"E-,L310S",EF-ZL,Full-time 4WD
PARCO,"E-,L310S",EF-ZL,Part-time 4WD
PARCO,"E-,L310S",EF-ZL,Full-time 4WD
G B PACKAGE,"TA-,L750S",EF-VE,FF
G S PACKAGE,"TA-,L750S",EF-VE,FF
G S PACKAGE,"TA-,L750S",EF-VE,FF
TURBO G SP PACKAGE,"GF-,L750S",EF-DET,FF
TURBO G SP PACKAGE,"GF-,L750S",EF-DET,FF
G B PACKAGE,"TA-,L760S",EF-VE,Full-time 4WD
CUSTOM RS SMART SELECTION SA&SN,"DBA-,LA600S",KF,FF
CUSTOM X SMART SELECTION SA&SN,"DBA-,LA600S",KF,FF
CUSTOM RS SMART SELECTION SA&SN,"DBA-,LA610S",KF,Full-time 4WD
X,"LA-,L260S",EF-VE,Full-time 4WD
L,"TA-,L260S",EF-SE,Full-time 4WD
L,"TA-,L260S",EF-SE,Full-time 4WD
L,"TA-,L260S",EF-SE,Full-time 4WD
L,"TA-,L260S",EF-SE,Full-time 4WD
2 SEATER,"LE-,L250V",EF-SE,FF
2 SEATER,"LE-,L250V",EF-SE,FF
1.0CL,"DBA-,M310S",1KR-FE,Full-time 4WD
1.0CL V PACKAGE,"DBA-,M300S",1KR-FE,FF
1.0CL,"DBA-,M300S",1KR-FE,FF
1.0CL F PACKAGE,"DBA-,M300S",1KR-FE,FF
1.0CX,"DBA-,M310S",1KR-FE,Full-time 4WD
1.0CX F PACKAGE,"DBA-,M310S",1KR-FE,Full-time 4WD
1.3CX,"DBA-,M301S",K3-VE,FF
1.3CX F PACKAGE,"DBA-,M301S",K3-VE,FF
TZ,"E-,G213S",HE-EG,Full-time 4WD
TZ,"E-,G213S",HE-EG,Full-time 4WD
CZ,"E-,G213S",HE-EG,Full-time 4WD
CZ,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
CUSTOM RS SMART SELECTION SA,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X LIMITED SMART SELECTION SA,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X VS SMART SELECTION SA,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X VS,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X SMART SELECTION SA,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM RS SMART SELECTION SN,"DBA-,LA100S",KF,FF
PARCO,"E-,L310S",EF-ZL,Part-time 4WD
PARCO,"E-,L300S",EF-ZL,FF
PARCO,"E-,L300S",EF-ZL,FF
PARCO,"E-,L300S",EF-ZL,FF
PARCO,"E-,L300S",EF-ZL,FF
PICO S,"E-,L300S",EF-EL,FF
G B PACKAGE,"TA-,L760S",EF-VE,Full-time 4WD
G S PACKAGE,"TA-,L760S",EF-VE,Full-time 4WD
G S PACKAGE,"TA-,L760S",EF-VE,Full-time 4WD
TURBO G SP PACKAGE,"GF-,L760S",EF-DET,Full-time 4WD
TURBO G SP PACKAGE,"GF-,L760S",EF-DET,Full-time 4WD
SILVER WEB EDITION,"GF-,L750S",EF-DET,FF
SILVER WEB EDITION,"GF-,L760S",EF-DET,Full-time 4WD
CUSTOM X SMART SELECTION SA&SN,"DBA-,LA610S",KF,Full-time 4WD
G SA,"DBA-,LA600S",KF,FF
G,"DBA-,LA600S",KF,FF
X SA,"DBA-,LA600S",KF,FF
X,"DBA-,LA600S",KF,FF
L SA,"DBA-,LA600S",KF,FF
L,"DBA-,LA600S",KF,FF
A,"LE-,L250V",EF-SE,FF
A,"LE-,L250V",EF-SE,FF
U,"UE-,L250V",EF-VE,FF
A,"LE-,L260V",EF-SE,Full-time 4WD
A,"LE-,L260V",EF-SE,Full-time 4WD
1.0BUSINESS SELECT,"DBA-,M300S",1KR-FE,FF
CUSTOM,"DBA-,M301S",K3-VE,FF
TR,"E-,G203S",HE-EG,FF
TR,"E-,G203S",HE-EG,FF
CR,"E-,G203S",HE-EG,FF
CR,"E-,G203S",HE-EG,FF
TZ,"E-,G203S",HE-EG,FF
TZ,"E-,G203S",HE-EG,FF
CUSTOM X VS SMART SELECTION SN,"DBA-,LA100S",KF,FF
CUSTOM X SMART SELECTION SN,"DBA-,LA100S",KF,FF
CUSTOM RS SMART SELECTION SN,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X VS SMART SELECTION SN,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X SMART SELECTION SN,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM RS SMART SELECTION SA&SN,"DBA-,LA100S",KF,FF
CUSTOM X VS SMART SELECTION SA&SN,"DBA-,LA100S",KF,FF
PICO S,"E-,L300S",EF-EL,FF
AX,"E-,L300S",EF-EL,FF
AX,"E-,L300S",EF-EL,FF
PICO,"E-,L300S",EF-KL,FF
PICO,"E-,L300S",EF-KL,FF
AD,"E-,L300S",EF-KL,FF
AD,"E-,L300S",EF-KL,FF
CX,"E-,L300S",EF-EL,FF
CX,"E-,L300S",EF-EL,FF
BASEGRADE,"GH-,L750S",EF-VE,FF
BASEGRADE,"GH-,L750S",EF-VE,FF
BASEGRADE,"GH-,L760S",EF-VE,Full-time 4WD
BASEGRADE,"GH-,L760S",EF-VE,Full-time 4WD
TURBO,"GF-,L750S",EF-DET,FF
TURBO,"GF-,L750S",EF-DET,FF
TURBO,"GF-,L760S",EF-DET,Full-time 4WD
TURBO,"GF-,L760S",EF-DET,Full-time 4WD
G PACKAGE,"GH-,L750S",EF-VE,FF
G PACKAGE,"GH-,L750S",EF-VE,FF
G SA,"DBA-,LA610S",KF,Full-time 4WD
G,"DBA-,LA610S",KF,Full-time 4WD
X SA,"DBA-,LA610S",KF,Full-time 4WD
PICO MEMORIAL EDITION,"GF-,L700S",EF-SE,FF
PICO MEMORIAL EDITION,"GF-,L710S",EF-SE,Full-time 4WD
TV,"TA-,L700S",EF-VE,FF
LICCA,"UA-,L700S",EF-VE,FF
TV,"UA-,L700S",EF-VE2,FF
PICO,"TA-,L700S",EF-SE,FF
PICO,"TA-,L700S",EF-SE,FF
CZ,"E-,G203S",HE-EG,FF
CZ,"E-,G203S",HE-EG,FF
TZ,"E-,G200S",HC-E,FF
TZ,"E-,G200S",HC-E,FF
POSE,"E-,G200S",HC-E,FF
CZ,"E-,G200S",HC-E,FF
CZ,"E-,G200S",HC-E,FF
POSE,"E-,G200S",HC-E,FF
POSE,"E-,G200S",HC-E,FF
CUSTOM X SMART SELECTION SA&SN,"DBA-,LA100S",KF,FF
CUSTOM RS SMART SELECTION SA&SN,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X VS SMART SELECTION SA&SN,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X SMART SELECTION SA&SN,"DBA-,LA110S",KF,Full-time 4WD
X TURBO SA,"DBA-,LA100S",KF,FF
X TURBO,"DBA-,LA100S",KF,FF
X SA,"DBA-,LA100S",KF,FF
X,"DBA-,LA100S",KF,FF
PICO,"E-,L300S",EF-KL,FF
PICO,"E-,L300S",EF-KL,FF
CD,"E-,L300S",EF-KL,FF
CD,"E-,L300S",EF-KL,FF
PICO,"E-,L310S",EF-EL,Part-time 4WD
G PACKAGE,"GH-,L760S",EF-VE,Full-time 4WD
G PACKAGE,"GH-,L760S",EF-VE,Full-time 4WD
TURBO G PACKAGE,"GF-,L750S",EF-DET,FF
TURBO G PACKAGE,"GF-,L750S",EF-DET,FF
X,"DBA-,LA610S",KF,Full-time 4WD
L SA,"DBA-,LA610S",KF,Full-time 4WD
L,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM RS SA,"DBA-,LA600S",KF,FF
CUSTOM RS,"DBA-,LA600S",KF,FF
CUSTOM X SA,"DBA-,LA600S",KF,FF
CUSTOM X,"DBA-,LA600S",KF,FF
CUSTOM RS SA,"DBA-,LA610S",KF,Full-time 4WD
TL,"TA-,L700S",EF-SE,FF
TL,"TA-,L700S",EF-SE,FF
CD,"TA-,L700S",EF-SE,FF
CD,"TA-,L700S",EF-SE,FF
LICCA,"LA-,L710S",EF-VE,Full-time 4WD
POSE,"E-,G200S",HC-E,FF
POSE CRUSING PACK,"E-,G200S",HC-E,FF
TZ,"E-,G213S",HE-EG,Full-time 4WD
TZ,"E-,G213S",HE-EG,Full-time 4WD
CZ,"E-,G213S",HE-EG,Full-time 4WD
L SA,"DBA-,LA100S",KF,FF
L,"DBA-,LA100S",KF,FF
X TURBO SA,"DBA-,LA110S",KF,Full-time 4WD
X TURBO,"DBA-,LA110S",KF,Full-time 4WD
X SA,"DBA-,LA110S",KF,Full-time 4WD
X,"DBA-,LA110S",KF,Full-time 4WD
L SA,"DBA-,LA110S",KF,Full-time 4WD
PICO,"E-,L310S",EF-EL,Full-time 4WD
PICO,"E-,L310S",EF-EL,Part-time 4WD
PICO,"E-,L310S",EF-EL,Full-time 4WD
PARCO,"E-,L300S",EF-KL,FF
PARCO,"E-,L300S",EF-KL,FF
PARCO,"E-,L310S",EF-EL,Full-time 4WD
PARCO,"E-,L310S",EF-EL,Part-time 4WD
TURBO G PACKAGE,"GF-,L760S",EF-DET,Full-time 4WD
TURBO G PACKAGE,"GF-,L760S",EF-DET,Full-time 4WD
CUSTOM RS,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM X SA,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM X,"DBA-,LA610S",KF,Full-time 4WD
X TURBO SA,"DBA-,LA600S",KF,FF
X TURBO,"DBA-,LA600S",KF,FF
PICO,"TA-,L710S",EF-SE,Full-time 4WD
PICO,"TA-,L710S",EF-SE,Full-time 4WD
TL,"TA-,L710S",EF-SE,Full-time 4WD
TL,"TA-,L710S",EF-SE,Full-time 4WD
CD,"TA-,L710S",EF-SE,Full-time 4WD
CD,"TA-,L710S",EF-SE,Full-time 4WD
CZ,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
L,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM RS SA,"DBA-,LA100S",KF,FF
CUSTOM RS,"DBA-,LA100S",KF,FF
CUSTOM X LIMITED SA,"DBA-,LA100S",KF,FF
CUSTOM X LIMITED,"DBA-,LA100S",KF,FF
CUSTOM X SA,"DBA-,LA100S",KF,FF
PARCO,"E-,L300S",EF-KL,FF
PARCO,"E-,L300S",EF-KL,FF
PARCO,"E-,L310S",EF-EL,Full-time 4WD
PARCO,"E-,L310S",EF-EL,Part-time 4WD
AX,"E-,L300S",EF-ZL,FF
AX,"E-,L300S",EF-ZL,FF
PICO LIMITED,"E-,L300S",EF-ZL,FF
PICO LIMITED,"E-,L300S",EF-ZL,FF
PICO,"E-,L300S",EF-KL,FF
PICO,"E-,L300S",EF-KL,FF
X TURBO SA,"DBA-,LA610S",KF,Full-time 4WD
X TURBO,"DBA-,LA610S",KF,Full-time 4WD
G SA,"DBA-,LA600S",KF,FF
G,"DBA-,LA600S",KF,FF
X TURBO SA,"DBA-,LA600S",KF,FF
X TURBO,"DBA-,LA600S",KF,FF
X SA,"DBA-,LA600S",KF,FF
2 SEATER,"LE-,L700V",EF-SE,FF
2 SEATER,"LE-,L700V",EF-SE,FF
TA SPECIAL,"LE-,L700V",EF-SE,FF
CX SAFETY PACK,"E-,G200S",HC-E,FF
CX SAFETY PACK,"E-,G200S",HC-E,FF
TX SPORTY PACK,"E-,G200S",HC-E,FF
TX SPORTY PACK,"E-,G200S",HC-E,FF
TX,"E-,G200S",HC-E,FF
TX,"E-,G200S",HC-E,FF
CUSTOM X,"DBA-,LA100S",KF,FF
CUSTOM RS SA,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM RS,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X LIMITED SA,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X LIMITED,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X SA,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X,"DBA-,LA110S",KF,Full-time 4WD
PICO S,"E-,L300S",EF-ZL,FF
PICO S,"E-,L300S",EF-ZL,FF
CX,"E-,L300S",EF-ZL,FF
CX,"E-,L300S",EF-ZL,FF
PICO LIMITED,"E-,L300S",EF-ZL,FF
PICO LIMITED,"E-,L300S",EF-ZL,FF
X,"DBA-,LA600S",KF,FF
L SA,"DBA-,LA600S",KF,FF
L,"DBA-,LA600S",KF,FF
G SA,"DBA-,LA610S",KF,Full-time 4WD
G,"DBA-,LA610S",KF,Full-time 4WD
X TURBO SA,"DBA-,LA610S",KF,Full-time 4WD
TA SPECIAL,"LE-,L700V",EF-SE,FF
TU,"UE-,L700V",EF-VE,FF
TU,"UE-,L700V",EF-VE,FF
TA SPECIAL,"LE-,L710V",EF-SE,Full-time 4WD
TA SPECIAL,"LE-,L710V",EF-SE,Full-time 4WD
CX,"TA-,L700S",EF-VE,FF
CX,"TA-,L700S",EF-VE,FF
CX,"TA-,L700S",EF-VE,FF
TS,"E-,G200S",HC-E,FF
TS,"E-,G200S",HC-E,FF
TS CRUSING PACK,"E-,G200S",HC-E,FF
TD,"E-,G200S",HC-E,FF
TD,"E-,G200S",HC-E,FF
X TURBO SA,"DBA-,LA150S",KF,FF
X TURBO,"DBA-,LA150S",KF,FF
X SA,"DBA-,LA150S",KF,FF
X,"DBA-,LA150S",KF,FF
L SA,"DBA-,LA150S",KF,FF
L,"DBA-,LA150S",KF,FF
X TURBO SA,"DBA-,LA160S",KF,Full-time 4WD
PICO,"E-,L300S",EF-KL,FF
PICO,"E-,L300S",EF-KL,FF
PICO LIMITED,"E-,L310S",EF-ZL,Part-time 4WD
PICO LIMITED,"E-,L310S",EF-ZL,Full-time 4WD
AD-4,"E-,L310S",EF-ZL,Part-time 4WD
AD-4,"E-,L310S",EF-ZL,Full-time 4WD
PICO LIMITED,"E-,L310S",EF-ZL,Part-time 4WD
PICO LIMITED,"E-,L310S",EF-ZL,Full-time 4WD
CD-4,"E-,L310S",EF-ZL,Part-time 4WD
CD-4,"E-,L310S",EF-ZL,Full-time 4WD
X TURBO,"DBA-,LA610S",KF,Full-time 4WD
X SA,"DBA-,LA610S",KF,Full-time 4WD
CX,"TA-,L710S",EF-VE,Full-time 4WD
CX,"TA-,L710S",EF-VE,Full-time 4WD
CX,"TA-,L710S",EF-VE,Full-time 4WD
PICO,"GF-,L700S",EF-SE,FF
PICO,"GF-,L700S",EF-SE,FF
PICO,"GF-,L710S",EF-SE,Full-time 4WD
PICO,"GF-,L710S",EF-SE,Full-time 4WD
CD,"GF-,L700S",EF-SE,FF
CX,"E-,G200S",HC-E,FF
CX,"E-,G200S",HC-E,FF
CS,"E-,G200S",HC-E,FF
CS,"E-,G200S",HC-E,FF
X TURBO,"DBA-,LA160S",KF,Full-time 4WD
X SA,"DBA-,LA160S",KF,Full-time 4WD
X,"DBA-,LA160S",KF,Full-time 4WD
L SA,"DBA-,LA160S",KF,Full-time 4WD
L,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM RS HYPER SA,"DBA-,LA150S",KF,FF
CUSTOM RS HYPER,"DBA-,LA150S",KF,FF
CUSTOM RS SA,"DBA-,LA150S",KF,FF
CUSTOM RS,"DBA-,LA150S",KF,FF
CUSTOM X HYPER SA,"DBA-,LA150S",KF,FF
PICO,"E-,L300S",EF-KL,FF
PICO,"E-,L300S",EF-KL,FF
PICO,"E-,L300S",EF-KL,FF
PICO,"E-,L300S",EF-KL,FF
X,"DBA-,LA610S",KF,Full-time 4WD
L SA,"DBA-,LA610S",KF,Full-time 4WD
L,"DBA-,LA610S",KF,Full-time 4WD
CD,"GF-,L700S",EF-SE,FF
CD,"GF-,L710S",EF-SE,Full-time 4WD
CD,"GF-,L710S",EF-SE,Full-time 4WD
PICO,"GF-,L700S",EF-SE,FF
PICO,"GF-,L700S",EF-SE,FF
CS CRUSING PACK,"E-,G200S",HC-E,FF
KISSA 1.3I,"E-,G102S",HC-E,FF
KISSA 1.3I,"E-,G102S",HC-E,FF
KISSA 1.3I,"E-,G102S",HC-E,FF
KISSA 1.3I,"E-,G102S",HC-E,FF
WILL,"E-,G112S",HC-E,Full-time 4WD
WILL,"E-,G112S",HC-E,Full-time 4WD
GT-XX,"E-,G100S",CB,FF
CUSTOM X HYPER,"DBA-,LA150S",KF,FF
CUSTOM X SA,"DBA-,LA150S",KF,FF
CUSTOM X,"DBA-,LA150S",KF,FF
CUSTOM RS HYPER SA,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM RS HYPER,"DBA-,LA160S",KF,Full-time 4WD
PICO S,"E-,L300S",EF-EL,FF
PICO S,"E-,L300S",EF-EL,FF
PICO,"E-,L310S",EF-EL,Part-time 4WD
PICO,"E-,L310S",EF-EL,Full-time 4WD
PICO,"E-,L310S",EF-EL,Part-time 4WD
PICO,"E-,L310S",EF-EL,Full-time 4WD
CUSTOM RS SA,"DBA-,LA600S",KF,FF
CUSTOM RS,"DBA-,LA600S",KF,FF
CUSTOM X SA,"DBA-,LA600S",KF,FF
CUSTOM X,"DBA-,LA600S",KF,FF
CUSTOM RS SA,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM RS,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM X SA,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM X,"DBA-,LA610S",KF,Full-time 4WD
PICO,"GF-,L710S",EF-SE,Full-time 4WD
PICO,"GF-,L710S",EF-SE,Full-time 4WD
TD,"GF-,L700S",EF-SE,FF
TD,"GF-,L700S",EF-SE,FF
TD,"GF-,L710S",EF-SE,Full-time 4WD
KISSA 1.0,"E-,G100S",CB,FF
KISSA 1.0,"E-,G100S",CB,FF
KISSA 1.0,"E-,G100S",CB,FF
CUSTOM RS SA,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM RS,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM X HYPER SA,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM X HYPER,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM X SA,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM X,"DBA-,LA160S",KF,Full-time 4WD
AX,"E-,L300S",EF-EL,FF
AX,"E-,L300S",EF-EL,FF
PICO,"E-,L300S",EF-KL,FF
PICO,"E-,L300S",EF-KL,FF
AD,"E-,L300S",EF-KL,FF
AD,"E-,L300S",EF-KL,FF
CX,"E-,L300S",EF-EL,FF
CX,"E-,L300S",EF-EL,FF
PICO,"E-,L300S",EF-KL,FF
Al-4,"E-,L310S",EF-EL,Part-time 4WD
CUSTOM RS TOP EDITION SA,"DBA-,LA600S",KF,FF
CUSTOM X TOP EDITION SA,"DBA-,LA600S",KF,FF
CUSTOM RS TOP EDITION SA,"DBA-,LA610S",KF,Full-time 4WD
TD,"GF-,L710S",EF-SE,Full-time 4WD
