trefwoord,Bedrijfsnaam,telefoon,telefoon 2,telefoon 3,Street adres,City adres,City District adres,Postal Code,E-mail,website,Beoordelingen van 5,Aantal beoordelingen,Datumschroot,Catagories_tags,Beschrijving,Scraped Link
vastgoed ,,Bellen,Bellen,,Konkelstraat 7,Berlare,,9290,info@fcrmedia.be,,,,2/18/2022,"['Boekhouders & fiscalisten', 'Berlare']",,https://www.goudengids.be/bedrijf/Berlare/L6631210/Vande+Wiele+S/
vastgoed ,,Bellen,Bellen,,Louis De Meesterstraat 3,Gavere,Semmerzake,9890,karel@atsolutions.be,https://www.atsolutions.be/,,,2/18/2022,"['Accountants', 'Gavere']",,https://www.goudengids.be/bedrijf/Gavere/L9383580/PS+ACCOUNTANCY/
vastgoed ,,Bellen,Bellen,,Violierstraat 17,Lievegem,Lovendegem,9920,info@fcrmedia.be,,,,2/18/2022,"['Boekhouders & fiscalisten', 'Lievegem']",,https://www.goudengids.be/bedrijf/Lievegem/L10269811/KURT+TEETAERT/
vastgoed ,,Bellen,Bellen,,Broeder de Saedeleerstraat 20/8,Lede,,9340,cynthiaverhofstadt@hotmail.com,http://lede.cdenv.be/wie-is-wie/onze-mensen/erik-vandormael,,,2/18/2022,"['Advocaten', 'Lede']",,https://www.goudengids.be/bedrijf/Lede/L1730496/Vandormael+Erik/
vastgoed ,,Bellen,Bellen,,Groenstraat 40,Wachtebeke,,9185,info@fcrmedia.be,,,,2/18/2022,"['Juridische adviseurs', 'Wachtebeke']",,https://www.goudengids.be/bedrijf/Wachtebeke/L14355466/DE+BOCK+FRANK/
vastgoed ,,Bellen,Bellen,,Poststraat 2/A,Lokeren,,9160,lokarg@argenta.be,http://www.argenta.be,,,2/18/2022,"['Banken', 'Lokeren']",,https://www.goudengids.be/bedrijf/Lokeren/L459669/Argenta+Spaarbank/
vastgoed ,,Bellen,Bellen,,Poststraat 2/A,Lokeren,,9160,lokarg@argenta.be,http://www.argenta.be,,,2/18/2022,"['Verzekeringsmakelaars', 'Lokeren']",,https://www.goudengids.be/bedrijf/Lokeren/L12778504/LOKARG/
vastgoed ,,Bellen,Bellen,,Heerlijkheidstraat 21,Dendermonde,Schoonaarde,9200,luc@lvdb.eu,,,,2/18/2022,"['Boekhouders & fiscalisten', 'Dendermonde']",,https://www.goudengids.be/bedrijf/Dendermonde/L6125407/Van+Den+Borre+Luc/
vastgoed ,,Bellen,Bellen,,Kluizendorpstraat 61,Evergem,Kluizen,9940,info@fcrmedia.be,,,,2/18/2022,"['Verzekeringsmakelaars', 'Evergem']",,https://www.goudengids.be/bedrijf/Evergem/L1434426/Vlaamse+Dienst+Financieel+Advies/
vastgoed ,,,,,Brugstraat 110/5,Lokeren,,9160,info@fcrmedia.be,,,,2/18/2022,"['Boekhouders & fiscalisten', 'Lokeren']",,https://www.goudengids.be/bedrijf/Lokeren/L3037734/MADERO/
vastgoed ,,Bellen,Bellen,,Grenadierslaan 2C,Nazareth,Eke,9810,info@fcrmedia.be,,,,2/18/2022,"['Bemiddelaars', 'Nazareth']",,https://www.goudengids.be/bedrijf/Nazareth/L12887261/GORDYMAX.BE/
vastgoed ,,,,,Rode Beukendreef 1,Sint-Martens-Latem,Deurle,9831,peter.devos@mazars.be,,,,2/18/2022,"['Boekhouders & fiscalisten', 'Sint-Martens-Latem']",,https://www.goudengids.be/bedrijf/Sint-Martens-Latem/L14404453/OUTFOX/
vastgoed ,,Bellen,Bellen,,Peperkoekdreef 21,Lokeren,,9160,info@fcrmedia.be,,,,2/18/2022,"['Bemiddelaars', 'Lokeren']",,https://www.goudengids.be/bedrijf/Lokeren/L6739721/OKULUS/
vastgoed ,,Bellen,Bellen,,Oude Vierschaarstraat 55,Sint-Martens-Latem,Deurle,9831,info@fcrmedia.be,,,,2/18/2022,"['Verzekeringsmakelaars', 'Sint-Martens-Latem']",,https://www.goudengids.be/bedrijf/Sint-Martens-Latem/L3155471/WATH/
vastgoed ,,Bellen,Bellen,,Oude Vierschaarstraat 12,Sint-Martens-Latem,Deurle,9831,info@fcrmedia.be,,,,2/18/2022,"['Bemiddelaars', 'Sint-Martens-Latem']",,https://www.goudengids.be/bedrijf/Sint-Martens-Latem/L4541777/GREEN+CONSUMER+GOODS/
vastgoed ,,Bellen,Bellen,,Sint-Elooistraat 10,Lokeren,,9160,bvba-dhillaert@hotmail.com,http://www.deloitte.com,,,2/18/2022,"['Accountants', 'Lokeren']",,https://www.goudengids.be/bedrijf/Lokeren/L2619431/Dieter+Hillaert/
vastgoed ,,,,,Meistraat 20,Evergem,Sleidinge,9940,info@radianceconsult.be,,,,2/18/2022,"['Belastingconsulenten', 'Evergem']",,https://www.goudengids.be/bedrijf/Evergem/L7237635/Radiance+Consult/
vastgoed ,,Bellen,Bellen,,Neerstraat 18/1,Zwalm,Nederzwalm-Hermelgem,9636,info@verzekeringenzwalm.be,,,,2/18/2022,"['Verzekeringsmakelaars', 'Zwalm']",,https://www.goudengids.be/bedrijf/Zwalm/L14540975/DE+BRUYCKER-CALLENS/
vastgoed ,,Bellen,Bellen,,Zelestraat 5/W101,Lokeren,,9160,agroum@skynet.be,http://agroum.com,,,2/18/2022,"['Bemiddelaars', 'Lokeren']",,https://www.goudengids.be/bedrijf/Lokeren/L605803/AGROUM/
vastgoed ,,Bellen,Bellen,,Kasteeldreef 16,Sint-Martens-Latem,Deurle,9831,info@fcrmedia.be,,,,2/18/2022,"['Beleggingen', 'Sint-Martens-Latem']",,https://www.goudengids.be/bedrijf/Sint-Martens-Latem/L14235670/PACHALOPHI/
vastgoed ,,Bellen,Bellen,,Eiland 42,Evergem,Sleidinge,9940,info@fcrmedia.be,,,,2/18/2022,"['Beleggingen', 'Evergem']",,https://www.goudengids.be/bedrijf/Evergem/L12694876/WFJ/
vastgoed ,,Bellen,Bellen,,Kampenstraat 44,Herzele,Borsbeke,9552,info@fcrmedia.be,http://www.immovds.be,,,2/18/2022,"['Beleggingen', 'Herzele']",,https://www.goudengids.be/bedrijf/Herzele/L13653953/VAN+DER+SMISSEN+-+DE+SCHRIJVER/
vastgoed ,,Bellen,Bellen,,Houtemstraat 108,Herzele,Borsbeke,9552,info@fcrmedia.be,,,,2/18/2022,"['Advocaten', 'Herzele']",,https://www.goudengids.be/bedrijf/Herzele/L1326704/Verhaeghe+Ninon/
vastgoed ,,Bellen,Bellen,,Daknamstraat 86/E,Lokeren,Daknam,9160,info@fcrmedia.be,,5,1,2/18/2022,"['Accountants', 'Lokeren']",,https://www.goudengids.be/bedrijf/Lokeren/L11127043/DE+ROO-DE+RUYTE+BOEKHOUDKANTOOR/
vastgoed ,,Bellen,Bellen,,Houtemstraat 108,Herzele,Borsbeke,9552,info@fcrmedia.be,,,,2/18/2022,"['Advocaten', 'Herzele']",,https://www.goudengids.be/bedrijf/Herzele/L10227411/De+Backer+Advocaten/
vastgoed ,,,,,Bosstraat 108,Nazareth,,9810,geert.de.bruycker@skynet.be,,,,2/18/2022,"['Boekhouders & fiscalisten', 'Nazareth']",,https://www.goudengids.be/bedrijf/Nazareth/L12650416/De+Bruycker+Geert/
vastgoed ,,Bellen,Bellen,,Bosstraat 33,Nazareth,,9810,info@fcrmedia.be,,,,2/18/2022,"['Advocaten', 'Nazareth']",,https://www.goudengids.be/bedrijf/Nazareth/L12598061/GESQUIERE+JULIE/
vastgoed ,,Bellen,Bellen,,Bosstraat 33,Nazareth,,9810,info@fcrmedia.be,,,,2/18/2022,"['Advocaten', 'Nazareth']",,https://www.goudengids.be/bedrijf/Nazareth/L12999825/VUYCO/
vastgoed ,,Bellen,Bellen,,Bosstraat 77,Nazareth,,9810,info@fcrmedia.be,,,,2/18/2022,"['Accountants', 'Nazareth']",,https://www.goudengids.be/bedrijf/Nazareth/L9884858/CVM+Consult/
vastgoed ,,Bellen,Bellen,,Bosstraat 178,Nazareth,,9810,info@fcrmedia.be,,,,2/18/2022,"['Verzekeringsmaatschappijen & vertegenwoordigers van verzekeringsmaatschappijen', 'Nazareth']",,https://www.goudengids.be/bedrijf/Nazareth/L14348113/Magiconsult/
vastgoed ,,Bellen,Bellen,,Nijverheidstraat 7I/301,Lokeren,,9160,info@fcrmedia.be,,,,2/18/2022,"['Bemiddelaars', 'Lokeren']",,https://www.goudengids.be/bedrijf/Lokeren/L12790466/CDC+Partnership/
vastgoed ,,Bellen,Bellen,,Katstraat 58,Erpe-Mere,Bambrugge,9420,info@fcrmedia.be,,,,2/18/2022,"['Advocaten', 'Erpe-Mere']",,https://www.goudengids.be/bedrijf/Erpe-Mere/L10068867/MARESCEAU+KRISTOF/
vastgoed ,,Bellen,Bellen,,Katstraat 26,Erpe-Mere,Bambrugge,9420,info@sasfibo.be,http://www.sasfibo.be,,,2/18/2022,"['Boekhouders & fiscalisten', 'Erpe-Mere']",,https://www.goudengids.be/bedrijf/Erpe-Mere/L2423078/SASFIBO/
vastgoed ,,Bellen,Bellen,,Kouterstraat 50,Erpe-Mere,Erondegem,9420,filip.germanes@skynet.be,http://www.emsofina.be,,,2/18/2022,"['Boekhouders & fiscalisten', 'Erpe-Mere']",,https://www.goudengids.be/bedrijf/Erpe-Mere/L539649/Emsofina+%26+Co/
vastgoed ,,Bellen,Bellen,,Hullekensstraat 33,Sint-Martens-Latem,Deurle,9831,aurelie.carre@telenet.be,https://www.jureca.be/advocaat/guy-carre-gk9pz,,,2/18/2022,"['Advocaten', 'Sint-Martens-Latem']",,https://www.goudengids.be/bedrijf/Sint-Martens-Latem/L2811598/CARRE+AURELIE/
vastgoed ,,Bellen,Bellen,,Lijnstraat 15,Sint-Martens-Latem,Deurle,9831,irisvanonsem@gmail.com,,,,2/18/2022,"['Juridische adviseurs', 'Sint-Martens-Latem']",,https://www.goudengids.be/bedrijf/Sint-Martens-Latem/L13542675/Van+Onsem+Iris/
vastgoed ,,Bellen,Bellen,,Jef De Belderlaan 8,Sint-Martens-Latem,Deurle,9831,info@fcrmedia.be,,,,2/18/2022,"['Boekhouders & fiscalisten', 'Sint-Martens-Latem']",,https://www.goudengids.be/bedrijf/Sint-Martens-Latem/L11582689/GENERAL+DATA+ACCOUNTING/
vastgoed ,,Bellen,Bellen,,Hazestropdreef 31,Gent,Drongen,9031,info@fcrmedia.be,,,,2/18/2022,"['Beleggingen', 'Gent']",,https://www.goudengids.be/bedrijf/Gent/L13623481/KEIGNAERT/
vastgoed ,,Bellen,Bellen,,Linde 72,Evergem,Sleidinge,9940,solome@recordbank.be,http://www.solome.be,,,2/18/2022,"['Verzekeringsmakelaars', 'Evergem']",,https://www.goudengids.be/bedrijf/Evergem/L9549832/SOLOME+ESTATE+INVEST/
vastgoed ,,Bellen,Bellen,,Linde 80,Evergem,Sleidinge,9940,info@fcrmedia.be,,,,2/18/2022,"['Boekhouders & fiscalisten', 'Evergem']",,https://www.goudengids.be/bedrijf/Evergem/L535243/DC+-+OFFICE/
vastgoed ,,Bellen,Bellen,,Zagmanstraat 16,Nazareth,,9810,info@fcrmedia.be,,,,2/18/2022,"['Advocaten', 'Nazareth']",,https://www.goudengids.be/bedrijf/Nazareth/L6857153/C%C3%A9line+Van+houte/
vastgoed ,,Bellen,Bellen,,Zagmanstraat 45,Nazareth,,9810,karlijn.lannoo@lawpartners.be,,,,2/18/2022,"['Advocaten', 'Nazareth']",,https://www.goudengids.be/bedrijf/Nazareth/L12657529/Lawpartners/
vastgoed ,,Bellen,Bellen,,Gaverlandstraat 3,Gent,Drongen,9031,info@groepdemeyer.be,http://www.groepdemeyer.be,,,2/18/2022,"['Verzekeringsmakelaars', 'Gent']",,https://www.goudengids.be/bedrijf/Gent/L12613911/DE+MEYER+EN+CO/
vastgoed ,,Bellen,Bellen,,Gaverlandstraat 5,Gent,Drongen,9031,info@fcrmedia.be,,,,2/18/2022,"['Beleggingen', 'Gent']",,https://www.goudengids.be/bedrijf/Gent/L13544458/BM+CAPIAU+-+DE+RYCKER/
vastgoed ,,Bellen,Bellen,,Baaigemstraat 237,Gavere,,9890,info@adsfoodtechnology.com,http://www.adsfoodtechnology.com,,,2/18/2022,"['Beleggingen', 'Gavere']",,https://www.goudengids.be/bedrijf/Gavere/L13534438/BM+FAMILIE+DE+SCHAMPHELAERE+-+LAMPENS/
vastgoed ,,Bellen,Bellen,,Baaigemstraat 194,Gavere,,9890,gavere@crelan.be,,,,2/18/2022,"['Verzekeringsmakelaars', 'Gavere']",,https://www.goudengids.be/bedrijf/Gavere/L2398924/BAERT+P./
vastgoed ,,Bellen,Bellen,,Baaigemstraat 86,Gavere,,9890,info@fcrmedia.be,,,,2/18/2022,"['Juridische adviseurs', 'Gavere']",,https://www.goudengids.be/bedrijf/Gavere/L13034340/The+Legal+Backoffice/
vastgoed ,,Bellen,Bellen,,Baaigemstraat 17,Gavere,,9890,info@fcrmedia.be,,,,2/18/2022,"['Beleggingen', 'Gavere']",,https://www.goudengids.be/bedrijf/Gavere/L13517604/BM+CARMEN+VANDERSCHELDEN/
vastgoed ,,Bellen,Bellen,,Baarleboslaan 48,Gent,Drongen,9031,info@fcrmedia.be,,,,2/18/2022,"['Juridische adviseurs', 'Gent']",,https://www.goudengids.be/bedrijf/Gent/L5200963/VERLODT-DE+GRAVE+B./
vastgoed ,,Bellen,Bellen,,Muldersdreef 21,Sint-Martens-Latem,Deurle,9831,info@fcrmedia.be,,,,2/18/2022,"['Notarissen', 'Sint-Martens-Latem']",,https://www.goudengids.be/bedrijf/Sint-Martens-Latem/L6871125/STIJN+RAES/
vastgoed ,,Bellen,Bellen,,Dorp 82,Wachtebeke,,9185,info@fcrmedia.be,https://www.belfius.be/webapps/nl/agentschappen-zoeker/kantoor/openingsuren-40899,,,2/18/2022,"['Verzekeringsmakelaars', 'Wachtebeke']",,https://www.goudengids.be/bedrijf/Wachtebeke/L11379089/Belfius+Bank+%26+Verzekeringen/
vastgoed ,,Bellen,Bellen,,Dorp 104/3,Wachtebeke,,9185,info@buclofisc.be,,,,2/18/2022,"['Accountants', 'Wachtebeke']",,https://www.goudengids.be/bedrijf/Wachtebeke/L557501/Buclo+fisc/
vastgoed ,,Bellen,Bellen,,Dorp 38,Wachtebeke,,9185,frederik.tack@belnot.be,,3,1,2/18/2022,"['Notarissen', 'Wachtebeke']",,https://www.goudengids.be/bedrijf/Wachtebeke/L699514/Geassocieerd+Notaris+Frederik+Tack/
vastgoed ,,Bellen,Bellen,,Dorp 50,Wachtebeke,,9185,info@fcrmedia.be,,,,2/18/2022,"['Boekhouders & fiscalisten', 'Wachtebeke']",,https://www.goudengids.be/bedrijf/Wachtebeke/L2136604/Plox+Consult/
vastgoed ,,Bellen,Bellen,,Paddestraat 40,Lede,,9340,info@fcrmedia.be,,,,2/18/2022,"['Verzekeringsmakelaars', 'Lede']",,https://www.goudengids.be/bedrijf/Lede/L3025308/ZAKENKANTOOR+VANHAUWE/
vastgoed ,,Bellen,Bellen,,Mosgaverstraat 2,Gent,Drongen,9031,info@fcrmedia.be,,,,2/18/2022,"['Beleggingen', 'Gent']",,https://www.goudengids.be/bedrijf/Gent/L13597534/Burgerlijke+maatschap+-+familie+Van+Hecke-Buysse/
vastgoed ,,Bellen,Bellen,,Lovendonk 4,Evergem,Sleidinge,9940,siskadewildeman@skynet.be,,,,2/18/2022,"['Advocaten', 'Evergem']",,https://www.goudengids.be/bedrijf/Evergem/L11711315/Advocatenkantoor+De+Wildeman+Frank+%26+De+Wildeman+Siska/
vastgoed ,,Bellen,Bellen,,Steenweg 107,Nazareth,Eke,9810,eke@vdk.be,,,,2/18/2022,"['Spaarbanken', 'Nazareth']",,https://www.goudengids.be/bedrijf/Nazareth/L11540836/vdk+bank/
vastgoed ,,Bellen,Bellen,,Oombergenstraat 46,Zottegem,Oombergen,9620,info@fcrmedia.be,http://066744.brokerweb.be,,,2/18/2022,"['Accountants', 'Zottegem']",,https://www.goudengids.be/bedrijf/Zottegem/L10867310/VAN+DRIESSCHE+WIM/
vastgoed ,,,,,Blokstraat 1A,Gavere,Dikkelvenne,9890,karen.buyse@fazzi.be,,4,1,2/18/2022,"['Advocaten', 'Gavere']",,https://www.goudengids.be/bedrijf/Gavere/L2386917/BUYSE+KAREN/
vastgoed ,,Bellen,Bellen,,Blokstraat 1/A,Gavere,Dikkelvenne,9890,info@fcrmedia.be,,,,2/18/2022,"['Advocaten', 'Gavere']",,https://www.goudengids.be/bedrijf/Gavere/L12745887/ADVOCATENBUREAU+VANLEE-BUYSE/
vastgoed ,,Bellen,Bellen,,Baarlewarande 27,Gent,Drongen,9031,lasseel.vanoverbeke@skynet.be,,,,2/18/2022,"['Verzekeringsmakelaars', 'Gent']",,https://www.goudengids.be/bedrijf/Gent/L1914012/KANTOOR+LASSEEL-VAN+OVERBEKE/
vastgoed ,,Bellen,Bellen,,Lindenstraat 1,Sint-Martens-Latem,Deurle,9831,info@fcrmedia.be,,,,2/18/2022,"['Boekhouders & fiscalisten', 'Sint-Martens-Latem']",,https://www.goudengids.be/bedrijf/Sint-Martens-Latem/L1533052/FINEDIT/
vastgoed ,,Bellen,Bellen,,Lindenstraat 5,Sint-Martens-Latem,Deurle,9831,info@fcrmedia.be,,,,2/18/2022,"['Bemiddelaars', 'Sint-Martens-Latem']",,https://www.goudengids.be/bedrijf/Sint-Martens-Latem/L6636676/Fashion+Moods/
vastgoed ,,Bellen,Bellen,,Lindenstraat 11,Sint-Martens-Latem,Deurle,9831,info@fcrmedia.be,,,,2/18/2022,"['Beleggingen', 'Sint-Martens-Latem']",,https://www.goudengids.be/bedrijf/Sint-Martens-Latem/L13787887/Familie+Teerlinck/
vastgoed ,,Bellen,Bellen,,Pastorijstraat 30,Herzele,Borsbeke,9552,info@fcrmedia.be,,,,2/18/2022,"['Advocaten', 'Herzele']",,https://www.goudengids.be/bedrijf/Herzele/L502533/Callebaut+Kristof/
vastgoed ,,Bellen,Bellen,,Schildekenstraat 68,Evergem,Kluizen,9940,info@fcrmedia.be,,,,2/18/2022,"['Juridische adviseurs', 'Evergem']",,https://www.goudengids.be/bedrijf/Evergem/L14086185/DE+SMET+ALEX/
vastgoed ,,Bellen,Bellen,,Martelarenlaan 8,Lokeren,,9160,kantoor.de.borger.boon@verz.kbc.be,http://agent.kbc.be,,,2/18/2022,"['Verzekeringsmakelaars', 'Lokeren']",,https://www.goudengids.be/bedrijf/Lokeren/L11978791/BOON+%26+HEYNINCK/
vastgoed ,,Bellen,Bellen,,Dokter Germaan De Vosstraat 11,Erpe-Mere,Erpe,9420,ludo.vissenaekens@verz.kbc.be,,,,2/18/2022,"['Verzekeringsmakelaars', 'Erpe-Mere']",,https://www.goudengids.be/bedrijf/Erpe-Mere/L12785534/VISSENAEKENS+LODEWIJK/
vastgoed ,,Bellen,Bellen,,Industriepark-Drongen 4C,Gent,Drongen,9031,info@my-trucks.com,http://www.my-trucks.com,,,2/18/2022,"['Financierings- & kredietinstellingen', 'Gent']",,https://www.goudengids.be/bedrijf/Gent/L11544677/Mytruck/
vastgoed ,,Bellen,Bellen,,Waterhoek 13A,Berlare,,9290,info@fcrmedia.be,,,,2/18/2022,"['Boekhouders & fiscalisten', 'Berlare']",,https://www.goudengids.be/bedrijf/Berlare/L14769133/BV-BVBA+OSSELAER+-+VANDE+WIELE/
vastgoed ,,Bellen,Bellen,,Philippe de Denterghemlaan 32,Sint-Martens-Latem,Deurle,9831,info@fcrmedia.be,,,,2/18/2022,"['Beleggingen', 'Sint-Martens-Latem']",,https://www.goudengids.be/bedrijf/Sint-Martens-Latem/L13602036/BEKAERT-ART/
vastgoed ,,Bellen,Bellen,,Philippe de Denterghemlaan 53,Sint-Martens-Latem,Deurle,9831,info@fcrmedia.be,,,,2/18/2022,"['Beleggingen', 'Sint-Martens-Latem']",,https://www.goudengids.be/bedrijf/Sint-Martens-Latem/L13572288/Familie+Minne-Wallays+BM/
vastgoed ,,Bellen,Bellen,,Braekenhaag 9,Lede,,9340,info@fcrmedia.be,,,,2/18/2022,"['Accountants', 'Lede']",,https://www.goudengids.be/bedrijf/Lede/L232710/Accountantskantoor+De+Brouwer/
vastgoed ,,Bellen,Bellen,,Grote Baan 117,Lievegem,Lovendegem,9920,info@fcrmedia.be,,,,2/18/2022,"['Beleggingen', 'Lievegem']",,https://www.goudengids.be/bedrijf/Lievegem/L9287010/De+Spiegeleire/
vastgoed ,,Bellen,Bellen,,Grote Baan 200,Lievegem,Lovendegem,9920,imperial.info@imperialmeatproducts.com,http://www.imperial.be,,,2/18/2022,"['Accountants', 'Lievegem']",,https://www.goudengids.be/bedrijf/Lievegem/L5229495/IMPERIAL+CC/
vastgoed ,,Bellen,Bellen,,Grote Baan 163,Lievegem,Lovendegem,9920,jens@vrijmoedadvocaten.be,http://vrijmoedadvocaten.be/,,,2/18/2022,"['Advocaten', 'Lievegem']",,https://www.goudengids.be/bedrijf/Lievegem/L1840577/FORDEYN+JENS/
vastgoed ,,Bellen,Bellen,,Gentsestraat 91,Erpe-Mere,Burst,9420,info@fcrmedia.be,,,,2/18/2022,"['Boekhouders & fiscalisten', 'Erpe-Mere']",,https://www.goudengids.be/bedrijf/Erpe-Mere/L7105857/Helphi/
vastgoed ,,Bellen,Bellen,,Brouwerijstraat 25/10,Nazareth,Eke,9810,info@fcrmedia.be,,,,2/18/2022,"['Verzekeringsmakelaars', 'Nazareth']",,https://www.goudengids.be/bedrijf/Nazareth/L7430326/MULLINS/
vastgoed ,,Bellen,Bellen,,Guillaume Delmeirelaan 41,Nazareth,Eke,9810,karel.coolens@telenet.be,,,,2/18/2022,"['Boekhouders & fiscalisten', 'Nazareth']",,https://www.goudengids.be/bedrijf/Nazareth/L1957731/Coolens+Karel/
vastgoed ,,Bellen,Bellen,,Windhaarstraat 9,Lokeren,,9160,steven@boekhoudkantoorhsf.be,http://www.boekhoudkantoorhsf.be,,,2/18/2022,"['Boekhouders & fiscalisten', 'Lokeren']",,https://www.goudengids.be/bedrijf/Lokeren/L10347523/HSF/
vastgoed ,,Bellen,Bellen,,Windhaarstraat 22,Lokeren,,9160,vr@be.gt.com,,,,2/18/2022,"['Accountants', 'Lokeren']",,https://www.goudengids.be/bedrijf/Lokeren/L6288649/Val%C3%A9rie+Rivi%C3%A8re+Accountancy/
vastgoed ,,Bellen,Bellen,,Windhaarstraat 20,Lokeren,,9160,info@fcrmedia.be,,,,2/18/2022,"['Bemiddelaars', 'Lokeren']",,https://www.goudengids.be/bedrijf/Lokeren/L12796186/VADOFIN/
vastgoed ,,Bellen,Bellen,,Kluisstraat 59,Evergem,Kluizen,9940,info@fcrmedia.be,,,,2/18/2022,"['Boekhouders & fiscalisten', 'Evergem']",,https://www.goudengids.be/bedrijf/Evergem/L12660176/AVEHA/
vastgoed ,,Bellen,Bellen,,Bossestraat 68,Erpe-Mere,Erpe,9420,info@fcrmedia.be,,,,2/18/2022,"['Beleggingen', 'Erpe-Mere']",,https://www.goudengids.be/bedrijf/Erpe-Mere/L13748580/BM+DE+MULDER+-+VERHOEVEN/
vastgoed ,,Bellen,Bellen,,Xavier de Cocklaan 72/5/6,Sint-Martens-Latem,Deurle,9831,info@fcrmedia.be,http://www.meritcapital.be/,,,2/18/2022,"['Beursvennootschappen', 'Sint-Martens-Latem']",,https://www.goudengids.be/bedrijf/Sint-Martens-Latem/L13542131/MERIT+CAPITAL/
vastgoed ,,Bellen,Bellen,,Lindenpark 9,Sint-Martens-Latem,Deurle,9831,sebastien@vandenostende.be,http://www.vandenostende.be,,,2/18/2022,"['Verzekeringsmakelaars', 'Sint-Martens-Latem']",,https://www.goudengids.be/bedrijf/Sint-Martens-Latem/L12880280/VAN+DEN+OSTENDE/
vastgoed ,,Bellen,Bellen,,Grotenbroekstraat 140,Gavere,Semmerzake,9890,info@fcrmedia.be,,,,2/18/2022,"['Verzekeringsmakelaars', 'Gavere']",,https://www.goudengids.be/bedrijf/Gavere/L3613317/CLAIRE+WAUTERS/
vastgoed ,,Bellen,Bellen,,Parkwijk 1,Nazareth,Eke,9810,info@vdbs.be,http://www.vdbs.be,,,2/18/2022,"['Boekhouders & fiscalisten', 'Nazareth']",,https://www.goudengids.be/bedrijf/Nazareth/L6863168/Vandenberghe+Boekhouders+%26+Fiscalisten/
vastgoed ,,Bellen,Bellen,,Oude Kouterdreef 137,Zele,,9240,info@fcrmedia.be,,,,2/18/2022,"['Verzekeringsmakelaars', 'Zele']",,https://www.goudengids.be/bedrijf/Zele/L12873306/Life+Plan/
vastgoed ,,Bellen,Bellen,,Isidoor Van Kerrebroeckstraat 36,Nazareth,Eke,9810,info@advocatenkantoorlaleeuw.be,http://www.advocatenkantoorlaleeuw.be,3,2,2/18/2022,"['Advocaten', 'Nazareth']",,https://www.goudengids.be/bedrijf/Nazareth/L2468332/ASL/
vastgoed ,,Bellen,Bellen,,Isidoor Van Kerrebroeckstraat 26,Nazareth,Eke,9810,info@fcrmedia.be,,,,2/18/2022,"['Beleggingen', 'Nazareth']",,https://www.goudengids.be/bedrijf/Nazareth/L13538690/GILO/
vastgoed ,,Bellen,Bellen,,Narcislaan 41,Zele,,9240,info@fcrmedia.be,,,,2/18/2022,"['Verzekeringsmakelaars', 'Zele']",,https://www.goudengids.be/bedrijf/Zele/L5956107/Van+de+Wiele+G/
vastgoed ,,Bellen,Bellen,,Oosteindestraat 5,Lokeren,,9160,info@fcrmedia.be,,,,2/18/2022,"['Boekhouders & fiscalisten', 'Lokeren']",,https://www.goudengids.be/bedrijf/Lokeren/L2115910/ARENS-VAN+ACKER+%26+CO/
vastgoed ,,Bellen,Bellen,,Hooiwege 22/A,Evergem,Sleidinge,9940,georges.van.hecke.adv@skynet.be,,,,2/18/2022,"['Advocaten', 'Evergem']",,https://www.goudengids.be/bedrijf/Evergem/L11554195/VAN+HECKE+GEORGES+OCTAAF/
vastgoed ,,Bellen,Bellen,,Hooiwege 9,Evergem,Sleidinge,9940,info@fcrmedia.be,,,,2/18/2022,"['Beleggingen', 'Evergem']",,https://www.goudengids.be/bedrijf/Evergem/L13594272/BM+DE+BRUYNE+ROGER/
vastgoed ,,Bellen,Bellen,,Bachtenberge 4,Sint-Martens-Latem,Deurle,9831,info@fcrmedia.be,,,,2/18/2022,"['Advocaten', 'Sint-Martens-Latem']",,https://www.goudengids.be/bedrijf/Sint-Martens-Latem/L13820284/Christophe+Van+Laethem/
vastgoed ,,Bellen,Bellen,,Pastorijstraat 30,Herzele,Borsbeke,9552,frederik@vtadvocaten.be,https://www.openzone.be/johanvantittelboom,,,2/18/2022,"['Advocaten', 'Herzele']",,https://www.goudengids.be/bedrijf/Herzele/L6528745/VAN+TITTELBOOM+FREDERIK/
vastgoed ,,Bellen,Bellen,,Pastorijstraat 30,Herzele,Borsbeke,9552,info@fcrmedia.be,https://www.openzone.be/johanvantittelboom,,,2/18/2022,"['Advocaten', 'Herzele']",,https://www.goudengids.be/bedrijf/Herzele/L16026449/Advocaten+Van+Tittelboom+-+Van+Caut/
vastgoed ,,,,,Smishoek 1 A,Wachtebeke,,9185,wachtebeke@vdk.be,http://www.vdk.be,4,1,2/18/2022,"['Banken', 'Wachtebeke']",,https://www.goudengids.be/bedrijf/Wachtebeke/L11462926/vdk+bank/
vastgoed ,,Bellen,Bellen,,Noël Schoorensstraat 29,Nazareth,Eke,9810,tony.degroote@tedege.be,http://www.tedege.be,2.5,2,2/18/2022,"['Accountants', 'Nazareth']",,https://www.goudengids.be/bedrijf/Nazareth/L10948240/FIDUCIAIRE+TEDEGE/
vastgoed ,,Bellen,Bellen,,Bambruggedorp 29,Erpe-Mere,Bambrugge,9420,info@fcrmedia.be,,,,2/18/2022,"['Beleggingen', 'Erpe-Mere']",,https://www.goudengids.be/bedrijf/Erpe-Mere/L14848359/Colen+-+De+Winter/
